Id,Value,Notes
Str_Marketing_MailingLists,"Mailing Lists",
Str_Marketing_BlogPosts,"Blog Posts",
Str_Marketing_SEO,"SEO and Search Ads",
Str_Marketing_VideoContent,"Video Content",
Str_Marketing_MyFace,"MyFace Ads",
Str_Marketing_Barker,"Barker Ads",
Str_Marketing_Pictasia,"Pictasia Ads",
Str_Marketing_Newspapers,"Newspapers and Magazines",
Str_Marketing_Radio,"Radio Ads",
Str_Marketing_TV,"TV Ads",
Str_Marketing_Meetups,"Local Meetup Sponsorship",
Str_Marketing_Conferences,"Conference Sponsorship",
Str_Marketing_Competitions,"Competitions",
Str_Marketing_ActivityRequirement,"Requires {0} {1}",
Str_Marketing_ActivityReport_WorseForAllSpending,"• Worse than {0} for any amount of spending",
Str_Marketing_ActivityReport_BetterForMaxSpending,"• Better than {0} for spending less than {1:C0}",
Str_Marketing_ActivityReport_BetterForMinSpending,"• Better than {0} for spending more than {1:C0}",
Str_Marketing_ActivityReport_BetterForAllSpending,"• Better than {0} for any amount of spending",
Str_Store_Maintenance,"Maintenance",
Str_Store_Buy,"Buy",
Str_Store_Sell,"Sell ({0:C0})",
Str_Store_Credit,"{0} Credits",
Str_Store_Purchased,"Purchased",
Str_Store_MoveItem,"Move",
Str_Store_Requirement,"Requires level {0} Office and Supplies",
Str_Store_Chair1,"Glorified Stool",
Str_Store_Chair2,"Ergocheek Chair",
Str_Store_Chair3,"The Cloud Throne Chair",
Str_Store_Desk1,"Basic Desk",
Str_Store_Desk2,"Executive Desk",
Str_Store_Computer1,"Potato Computer",
Str_Store_Computer2,"Penta Core Workstation",
Str_Store_Computer3,"W9.98 Workstation",
Str_Store_Fridge1,"200L Fridge",
Str_Store_Fridge2,"600L Fridge",
Str_Store_Fridge3,"TerraCool Industrial Fridge",
Str_Store_Coffee1,"Pottea Coffee Machine",
Str_Store_Coffee2,"Espranade Coffee Machine",
Str_Store_Coffee3,"Brew Maestro",
Str_Store_Coffee4,"The Grand Barrister Coffee Machine",
Str_Store_Bookcase1a,"Tall Bookcase - Cocoa",
Str_Store_Bookcase1b,"Tall Bookcase - Mahogany",
Str_Store_Bookcase2a,"Snake Bookcase - Brown",
Str_Store_Bookcase2b,"Snake Bookcase - Mahogany",
Str_Store_Bookcase2c,"Snake Bookcase - White",
Str_Store_TV1,"Tuberama TV",
Str_Store_TV2,"HippoTech OMGD TV",
Str_Store_Arcade1,"Mazanoid Arcade Machine",
Str_Store_Arcade2,"Space Beamers Arcade Machine",
Str_Store_Arcade3,"The Bend Race Arcade Machine",
Str_Store_BeanBag1a,"Bean Bag - Blue",
Str_Store_BeanBag1b,"Bean Bag - Grey",
Str_Store_BeanBag1c,"Bean Bag - Olive",
Str_Store_BeanBag1d,"Bean Bag - Purple",
Str_Store_Couch1a,"Comfort Max Couch - Chocolate",
Str_Store_Couch1b,"Comfort Max Couch - Chestnut",
Str_Store_Couch1c,"Comfort Max Couch - Carrot",
Str_Store_Couch1d,"Comfort Max Couch - Cream",
Str_Store_Couch2a,"SoFluffy Sofa - Crimson",
Str_Store_Couch2b,"SoFluffy Sofa - Cream",
Str_Store_Couch2c,"SoFluffy Sofa - Stone",
Str_Store_Couch2d,"SoFluffy Sofa - Olive",
Str_Store_Couch3a,"Executive Couch - Ash",
Str_Store_Couch3b,"Executive Couch - Charcol",
Str_Store_Couch3c,"Executive Couch - Olive",
Str_Store_Couch3d,"Executive Couch - Crimson",
Str_Store_Painting1,"The Sleeping Blotch",
Str_Store_Painting2,"Rocker Lisa",
Str_Store_Painting3,"Mountescape",
Str_Store_Painting4,"Eternal Sunshine of the Spotful Mind",
Str_Store_Painting5,"A Sail Away",
Str_Store_Plant1,"Dumb Cane Plant",
Str_Store_Plant2,"Golden Ball Cactus",
Str_Store_Plant3,"Fiddle Leaf Fig Tree",
Str_Store_Plant4,"Sansevieria Zeylanica",
Str_Store_Plant5,"Humata Tyermannii",
Str_Store_Pool,"Higgs Sports Pool Table",
Str_Store_Printer1,"TreeBurner Inkjet Printer",
Str_Store_Printer2,"PrintAll DR200",
Str_Store_Printer3,"PrintAll DX5000",
Str_Store_WaterCooler1,"Water Cooler",
Str_Store_Vending1,"Soft Drink Vending Machine",
Str_Store_Vending2,"Snacks Vending Machine",
Str_Store_Table1,"Vazier Table",
Str_Office_Rent,"Rent",
Str_Office_Renting,"Renting",
Str_Office_Capacity,"Capacity",
Str_Office_TheShed,"The Shed",
Str_Office_TheHumble,"The Humble",
Str_Office_TheTerraces,"The Terraces",
Str_Office_TheDecadorm,"The Decadorm",
Str_Office_TheZen,"The Zen",
Str_Office_ThePalazzo,"The Palazzo",
Str_Office_Requirement,"Requires level {0} Office and Supplies",
Str_Task_Infrastructure,"Infrastructure",
Str_Task_Infrastructure_Desc,"Support more users by improving your server and other infrastructure technology.",
Str_Task_Infrastructure_Level1,"• Unlock data centers
• Unlock the Ninja virtual server",
Str_Task_Infrastructure_Level2,"• Unlock single data center load balancing
• Unlock the Super X10 virtual server",
Str_Task_Infrastructure_Level3,"• Unlock the Concord virtual server",
Str_Task_Infrastructure_Level4,"• Unlock the Fuchsia virtual server",
Str_Task_Infrastructure_Level5,"• Unlock the Hulk virtual server",
Str_Task_Infrastructure_Level6,"• Unlock cross data center load balancing
• Unlock the Hush virtual server",
Str_Task_Infrastructure_Level7,"• Unlock the Peon virtual server",
Str_Task_Infrastructure_Level8,"• Unlock the Pride virtual server",
Str_Task_Infrastructure_Level9,"• Unlock the Calibrato virtual server",
Str_Task_Infrastructure_Level10,"• Unlock the Amaranthine virtual server",
Str_Task_Branding,"Branding",
Str_Task_Branding_Desc,"Improve your logo and how people perceive your company.",
Str_Task_Branding_Level1,"• Unlock new logos",
Str_Task_Branding_Level2,"• Unlock new logos",
Str_Task_Branding_Level3,"• Unlock new logos",
Str_Task_Branding_Level4,"• Unlock new logos",
Str_Task_Branding_Level5,"• Unlock new logos",
Str_Task_Branding_Level6,"• Unlock new logos",
Str_Task_Branding_Level7,"• Unlock new logos",
Str_Task_Branding_Level8,"• Unlock new logos",
Str_Task_Branding_Level9,"• Unlock new logos",
Str_Task_Branding_Level10,"• Unlock new logos",
Str_Task_OutboundMarketing,"Outbound Marketing",
Str_Task_OutboundMarketing_Desc,"Reach out directly to potential customers using methods like cold emails and cold calls.",
Str_Task_OutboundMarketing_Level1,"• Unlock cold calls
• Increase outbound marketing budget to $1,000",
Str_Task_OutboundMarketing_Level2,"• Increase outbound marketing budget to $3,000",
Str_Task_OutboundMarketing_Level3,"• Increase outbound marketing budget to $6,000",
Str_Task_OutboundMarketing_Level4,"• Increase outbound marketing budget to $10,000",
Str_Task_OutboundMarketing_Level5,"• Unlock cold emails
• Increase outbound marketing budget to $15,000",
Str_Task_OutboundMarketing_Level6,"• Increase outbound marketing budget to $21,000",
Str_Task_OutboundMarketing_Level7,"• Increase outbound marketing budget to $28,000",
Str_Task_OutboundMarketing_Level8,"• Unlock mailing lists
• Increase outbound marketing budget to $36,000",
Str_Task_OutboundMarketing_Level9,"• Increase outbound marketing budget to $45,000",
Str_Task_OutboundMarketing_Level10,"• Increase outbound marketing budget to $55,000",
Str_Task_InboundMarketing,"Inbound Marketing",
Str_Task_InboundMarketing_Desc,"Use inbound marketing methods like blogging, SEO and video content.",
Str_Task_InboundMarketing_Level1,"• Unlock blogging
• Increase inbound marketing budget to $1,000",
Str_Task_InboundMarketing_Level2,"• Increase inbound marketing budget to $3,000",
Str_Task_InboundMarketing_Level3,"• Increase inbound marketing budget to $6,000",
Str_Task_InboundMarketing_Level4,"• Increase inbound marketing budget to $10,000",
Str_Task_InboundMarketing_Level5,"• Unlock SEO and Search Ads
• Increase inbound marketing budget to $15,000",
Str_Task_InboundMarketing_Level6,"• Increase inbound marketing budget to $21,000",
Str_Task_InboundMarketing_Level7,"• Increase inbound marketing budget to $28,000",
Str_Task_InboundMarketing_Level8,"• Unlock mailing lists
• Increase inbound marketing budget to $36,000",
Str_Task_InboundMarketing_Level9,"• Increase inbound marketing budget to $45,000",
Str_Task_InboundMarketing_Level10,"• Increase inbound marketing budget to $55,000",
Str_Task_SocialMedia,"Social Media",
Str_Task_SocialMedia_Desc,"Use social networking to reach larger groups of people, like MyFace, Barker, and Pictasia.",
Str_Task_SocialMedia_1,"• Unlock MyFace Ads
• Increase social marketing budget to $1,000",
Str_Task_SocialMedia_2,"• Increase social marketing budget to $3,000",
Str_Task_SocialMedia_3,"• Increase social marketing budget to $6,000",
Str_Task_SocialMedia_4,"• Increase social marketing budget to $10,000",
Str_Task_SocialMedia_5,"• Unlock Barker Ads
• Increase social marketing budget to $15,000",
Str_Task_SocialMedia_6,"• Increase social marketing budget to $21,000",
Str_Task_SocialMedia_7,"• Increase social marketing budget to $28,000",
Str_Task_SocialMedia_8,"• Unlock Pictasia Ads
• Increase social marketing budget to $36,000",
Str_Task_SocialMedia_9,"• Increase social marketing budget to $45,000",
Str_Task_SocialMedia_10,"• Increase social marketing budget to $55,000",
Str_Task_TraditionalMedia,"Traditional Media",
Str_Task_TraditionalMedia_Desc,"Reach potential customers through TV and radio ads, newspapers and billboards",
Str_Task_TraditionalMedia_Level1,"• Unlock Newspaper Ads
• Increase traditional media marketing budget to $1,000",
Str_Task_TraditionalMedia_Level2,"• Increase traditional media marketing budget to $3,000",
Str_Task_TraditionalMedia_Level4,"• Increase traditional media marketing budget to $6,000",
Str_Task_TraditionalMedia_Level3,"• Increase traditional media marketing budget to $10,000",
Str_Task_TraditionalMedia_Level5,"• Unlock Radio Ads
• Increase traditional media marketing budget to $15,000",
Str_Task_TraditionalMedia_Level6,"• Increase traditional media marketing budget to $21,000",
Str_Task_TraditionalMedia_Level7,"• Increase traditional media marketing budget to $28,000",
Str_Task_TraditionalMedia_Level8,"• Unlock TV Ads
• Increase traditional media marketing budget to $36,000",
Str_Task_TraditionalMedia_Level9,"• Increase traditional media marketing budget to $45,000",
Str_Task_TraditionalMedia_Level10,"• Increase traditional media marketing budget to $55,000",
Str_Task_Events,"Events",
Str_Task_Events_Desc,"Reach people by attending conferences, meetups and pretentious cocktail parties",
Str_Task_Events_Level1,"• Unlock Local Meetup Sponsorship
• Increase event marketing budget to $1,000",
Str_Task_Events_Level2,"• Increase event marketing budget to $3,000",
Str_Task_Events_Level3,"• Increase event marketing budget to $6,000",
Str_Task_Events_Level4,"• Increase event marketing budget to $10,000",
Str_Task_Events_Level5,"• Unlock International Conference Sponsorship
• Increase event marketing budget to $15,000",
Str_Task_Events_Level6,"• Increase event marketing budget to $21,000",
Str_Task_Events_Level7,"• Increase event marketing budget to $28,000",
Str_Task_Events_Level8,"• Unlock Competitions.
• Increase event marketing budget to $36,000.",
Str_Task_Events_Level9,"• Increase event marketing budget to $45,000",
Str_Task_Events_Level10,"• Increase event marketing budget to $55,000",
Str_Task_MarketResearch,"Market Research",
Str_Task_MarketResearch_Desc,"Get an understanding of what the market wants by performing customer interviews, running focus groups and surveys, and stalking users.",
Str_Task_MarketResearch_Level1,"• Unlock feature upgrades
• Increase market visibility
• New market research report",
Str_Task_MarketResearch_Level2,"• Increase market visibility
• New market research report",
Str_Task_MarketResearch_Level3,"• Increase market visibility
• New market research report",
Str_Task_MarketResearch_Level4,"• Increase market visibility
• New market research report",
Str_Task_MarketResearch_Level5,"• Increase market visibility
• New market research report",
Str_Task_MarketResearch_Level6,"• Increase market visibility
• New market research report",
Str_Task_MarketResearch_Level7,"• Increase market visibility
• New market research report",
Str_Task_MarketResearch_Level8,"• Increase market visibility
• New market research report",
Str_Task_MarketResearch_Level9,"• Increase market visibility
• New market research report",
Str_Task_MarketResearch_Level10,"• Increase market visibility
• New market research report",
Str_Task_JobAdvertising,"Job Advertising",
Str_Task_JobAdvertising_Desc,"Find more candidates for hire",
Str_Task_JobAdvertising_Level1,"• Increase the candidate pool by 1",
Str_Task_JobAdvertising_Level2,"• Increase the candidate pool by 1",
Str_Task_JobAdvertising_Level3,"• Increase the candidate pool by 1",
Str_Task_JobAdvertising_Level4,"• Increase the candidate pool by 1",
Str_Task_JobAdvertising_Level5,"• Increase the candidate pool by 1",
Str_Task_JobAdvertising_Level6,"• Increase the candidate pool by 1",
Str_Task_JobAdvertising_Level7,"• Increase the candidate pool by 1",
Str_Task_JobAdvertising_Level8,"• Increase the candidate pool by 1",
Str_Task_JobAdvertising_Level9,"• Increase the candidate pool by 1",
Str_Task_JobAdvertising_Level10,"• Increase the candidate pool by 1",
Str_Task_CompanyPR,"Company PR",
Str_Task_CompanyPR_Desc,"Improve your company's image and reputation and attract more quality candidates for hire.",
Str_Task_CompanyPR_Level1,"• Attract better candidates (All candidates have +1 skill level)",
Str_Task_CompanyPR_Level2,"• Attract better candidates (All candidates have +1 skill level)",
Str_Task_CompanyPR_Level3,"• Attract better candidates (All candidates have +1 skill level)",
Str_Task_CompanyPR_Level4,"• Attract better candidates (All candidates have +1 skill level)",
Str_Task_CompanyPR_Level5,"• Attract better candidates (All candidates have +1 skill level)",
Str_Task_CompanyPR_Level6,"• Attract better candidates (All candidates have +1 skill level)",
Str_Task_CompanyPR_Level7,"• Attract better candidates (All candidates have +1 skill level)",
Str_Task_CompanyPR_Level8,"• Attract better candidates (All candidates have +1 skill level)",
Str_Task_CompanyPR_Level9,"• Attract better candidates (All candidates have +1 skill level)",
Str_Task_CompanyPR_Level10,"• Attract better candidates (All candidates have +1 skill level)",
Str_Task_SeekInvestors,"Seek Investors",
Str_Task_SeekInvestors_Desc,"Attract more potential investors for your company.",
Str_Task_SeekInvestors_Level1,"• Attract one new potential investor",
Str_Task_SeekInvestors_Level2,"• Attract one new potential investor",
Str_Task_SeekInvestors_Level3,"• Attract one new potential investor",
Str_Task_SeekInvestors_Level4,"• Attract one new potential investor",
Str_Task_SeekInvestors_Level5,"• Attract one new potential investor",
Str_Task_SeekInvestors_Level6,"• Attract one new potential investor",
Str_Task_SeekInvestors_Level7,"• Attract one new potential investor",
Str_Task_SeekInvestors_Level8,"• Attract one new potential investor",
Str_Task_SeekInvestors_Level9,"• Attract one new potential investor",
Str_Task_SeekInvestors_Level10,"• Attract one new potential investor",
Str_Task_Office,"Office and Supplies",
Str_Task_Office_Desc,"Research new rental properties and office supplies.",
Str_Task_Office_Level1,"• Unlock 10 new office supplies",
Str_Task_Office_Level2,"• Unlock a new office",
Str_Task_Office_Level3,"• Unlock 10 new office supplies",
Str_Task_Office_Level4,"• Unlock a new office",
Str_Task_Office_Level5,"• Unlock 10 new office supplies",
Str_Task_Office_Level6,"• Unlock a new office",
Str_Task_Office_Level7,"• Unlock 10 new office supplies",
Str_Task_Office_Level8,"• Unlock a new office",
Str_Task_Office_Level9,"• Unlock 10 new office supplies",
Str_Task_Office_Level10,"• Unlock 10 new office supplies
• Unlock a new office",
Str_Task_CurrentLevel,"Current Level",
Str_Task_Effort,"Effort",
Str_Task_NextLevelEffects,"Next Level Effects",
Str_Logo_InUse,"In Use",
Str_Logo_Rebrand,"Rebrand",
Str_Logo_Requirement,"Requires level {0} Branding",
Str_Logo_VisitorBoost,"Visitor boost: +{0:P0}",
Str_Pricing_InitialPriceHint,"Hint: our competitors are charging an average of {0:C0} per month.",
Str_Pricing_NewTier,"New Tier",
Str_Milestone_Completed,"Congratulations, you have completed {0}",
Str_Milestone_MvpCompleted,"Congratulations, you have reached {0}! Let's start preparing for the launch."
Str_Milestone_Mvp,"Minimum Viable Product (MVP)",
Str_Milestone_Prelaunch,"Prelaunch",
Str_Milestone_Prelaunch_Action,"Launch",
Str_Milestone_A,"Milestone A",
Str_Milestone_B,"Milestone B",
Str_Milestone_C,"Milestone C",
Str_Milestone_Servers,"Servers",
Str_Milestone_MonthlyRevenue,"Monthly Revenue",
Str_Milestone_SellCompany,"Sell your company to an investor",
Str_Milestone_SetupPricing,"Setup Pricing",
Str_Milestone_MarketingSpending,"Marketing Spending",
Str_Milestone_Features,"Features",
Str_Milestone_SingleTaskGoal,"Level {0} {1}",
Str_Milestone_GroupTaskGoal,"Level {0} Any {1}",
Str_Loading_01,"restarting servers...",
Str_Loading_02,"filing patents...",
Str_Loading_03,"compiling code...",
Str_Loading_04,"dropping database tables...",
Str_Loading_05,"fighting lawsuits...",
Str_Loading_06,"backing up files...",
Str_Loading_07,"automating deployments...",
Str_Loading_08,"setting up test environment...",
Str_Loading_09,"on-boarding new employees...",
Str_Loading_10,"yelling at the internet...",
Str_Loading_11,"fixing bugs...",
Str_Loading_12,"patching operating systems...",
Str_Loading_13,"adding easter eggs...",
Str_Loading_14,"searching stack overflow...",
Str_Loading_15,"checking bank accounts...",
Str_Loading_16,"ordering pizzas...",
Str_Loading_17,"going viral...",
Str_Loading_18,"supporting customers...",
Str_Loading_19,"hacking growth...",
Str_Loading_20,"impressing investors...",
Str_Loading_21,"planning retirement...",
Str_Loading_22,"putting on noise canceling headphones...",
Str_GameEnd_Congratulations,"Congratulation, you have successfully made an exit from your company. Most startups don't live to see this day!",
Str_GameEnd_ShowScore,"Score",
Str_GameEnd_ShowHighScores,"High Scores",
Str_GameEnd_FeatureCount,"Features Developed",
Str_GameEnd_FeatureRating,"Best Feature Rating",
Str_GameEnd_ProductRating,"Overall Feature Rating",
Str_GameEnd_SecurityCoverage,"Security Coverage",
Str_GameEnd_TestCoverage,"Test Coverage",
Str_GameEnd_Users,"User Base",
Str_GameEnd_EmployeeCount,"Employees",
Str_GameEnd_Valuation,"Final Valuation",
Str_GameEnd_YourCash,"Your Cash",
Str_Story_DeadUncle_Opening,"Three weeks ago, your great uncle {UncleName} passed away after a tragic shoe shopping incident. In his will he left you a sum of $50,000 knowing full well what you would do with it. Distraught, yet excited about the break you have been given, you quit your day job, register the domain {DomainName}, and begin working on your dream startup idea. Here is your story...",
Str_Story_DeadUncle_FailedEnding,"You have gone bankrupt! Your uncle rolls in his grave as you burn up the last dollar.",
Str_Story_MummysChild_Opening,"Tired of you living off their retirement savings, your parents {MumName} and {DadName} finally give you an ultimatum: Get a job in 30 days or else. Knowing you could never work for “the man”, you pool your savings and borrow enough to start your own company: {CompanyName}. “How hard could it be?” you think to yourself...",
Str_Story_MummysChild_FailedEnding,"You have gone bankrupt! You take a job at Burgers-R-Us and move back into your parents' basement. Nothing ever changes...",
Str_Story_YouAreFired_Opening,"Two days ago you were let go from your job. “It's not you, it's us” they said. “Our visions are misaligned” they said. Bogus!!! Amidst your anger you have a moment of clarity. You decide to finally pursue that cool little idea you have had for so long: {CompanyName}. If you are ever going to do it, now is the time. Here is your story...",
Str_Story_YouAreFired_FailedEnding,"You have gone bankrupt! You go back to your former employer and beg for your job back. You're given an admin position at half your old salary. Life is grand...",
Str_Story_Begin,"Begin",
Str_Story_TryAgain,"Try Again",
Str_Backlog_Backlog,"Backlog",
Str_Backlog_NewFunctionalFeature,"Feature",
Str_Backlog_NewPerformanceFeature,"Performance",
Str_Backlog_NewSecurityFeature,"Security",
Str_Backlog_NewTest,"Test",
Str_Backlog_SprintBacklog,"Next Sprint",
Str_Backlog_TeamCapacity,"Team Capacity Per Sprint",
Str_Backlog_Hint_AddComponents,"Left click to add a technical component.
Right click to add a design component.",
Str_Backlog_Hint_EnoughComponents,"Two components are enough this early in your venture. Let's add this feature to the next sprint.",
Str_Backlog_Hint_SecurityFeature,"Security features protect surrounding feature components from security attacks.",
Str_Backlog_Hint_PerformanceFeature,"Performance features speed up neighboring feature components.
Right click to change their direction.",
Str_Backlog_Hint_Test,"Tests reduce the number of bugs in surrounding feature components.
Right click to change their orientation.",
Str_Backlog_Hint_SelectMarketArea,"Select the area of the market you want to research. It's often best to pick an area connected to what's already researched.",
Str_Backlog_DevEffort,"Dev Effort",
Str_Backlog_DesignEffort,"Design Effort",
Str_Backlog_AddToSprint,"Add to Sprint",
Str_Backlog_Discard,"Discard",
Str_Backlog_Mode_Features,"Features",
Str_Backlog_Mode_Tests,"Tests",
Str_Backlog_Mode_Security,"Security",
Str_Backlog_Mode_Performance,"Performance",
Str_Backlog_Mode_Ratings,"Ratings",
Str_Backlog_Metrics_Title,"Product Metrics",
Str_Feature_Rating,"Rating",
Str_Feature_Performance,"Performance",
Str_Feature_Bugs,"Bugs",
Str_Feature_DesignTechRatio,"Design / Tech Ratio",
Str_Feature_NoUpgrades,"No Upgrades",
Str_Feature_RequestedFeature,"Requested Feature",
Str_Feature_Deprecate,"Deprecate",
Str_Feature_Details,"Details",
Str_Infrastructure_DataCenters,"Data Centers",
Str_Infrastructure_Servers,"Servers",
Str_Infrastructure_Topology,"Topology",
Str_Infrastructure_ServerCost,"Server Cost",
Str_Infrastructure_NetworkCost,"Network Cost",
Str_Infrastructure_Activate,"Activate",
Str_Infrastructure_Deactivate,"Deactivate",
Str_Infrastructure_Africa,"Africa",
Str_Infrastructure_Asia,"Asia",
Str_Infrastructure_Australia,"Australia",
Str_Infrastructure_Europe,"Europe",
Str_Infrastructure_NorthAmerica,"North America",
Str_Infrastructure_SouthAmerica,"South America",
Str_Infrastructure_TrafficPercent,"Traffic: {0:P0}",
Str_Infrastructure_CPUCores,"CPU Cores",
Str_Infrastructure_Memory,"Memory",
Str_Infrastructure_MaxLoad,"Maximum Load",
Str_Infrastructure_Size,"Size",
Str_Infrastructure_MonthlyRent,"Monthly Rent",
Str_Infrastructure_AutoScalingNote,"Note: This is an auto-scaling server. You are only charged for the capacity used.",
Str_Infrastructure_Requirement,"Requires infrastructure level {0}",
Str_Infrastructure_Topology_Starter,"Starter",
Str_Infrastructure_Topology_Starter_Desc,"One active data center with one server",
Str_Infrastructure_Topology_LoadBalanced,"Load Balanced",
Str_Infrastructure_Topology_LoadBalanced_Desc,"One active data center with multiple servers",
Str_Infrastructure_Topology_LoadBalanced2,"Load Balanced - Advanced",
Str_Infrastructure_Topology_LoadBalanced2_Desc,"Multiple active data centers with multiple servers",
Str_Infrastructure_Research,"Research",
Str_Infrastructure_Researching,"Researching...",
Str_Stats_Finances,"Finances",
Str_Stats_SalesChannels,"Sales Channels",
Str_Stats_CustomerAcquisition,"Customer Acquisition",
Str_Stats_CustomerFunnel,"Customer Acquisition Funnel (Past 4 Weeks)",
Str_Stats_Current,"Current",
Str_Stats_Historic,"Historic",
Str_Stats_SixWeeks,"Six Weeks",
Str_Stats_SixMonths,"Six Months",
Str_Stats_AllTime,"All Time",
Str_Stats_Visitors,"Visitors",
Str_Stats_VisitorsCount,"Visitors: {0}",
Str_Stats_Signups,"Signups",
Str_Stats_SignupsCount,"Signups: {0} ({1:P0})",
Str_Stats_Churn,"Churn",
Str_Stats_ChurnCount,"Churn: {0} ({1:P0})",
Str_Stats_VisitorsPerSalesChannel,"Percentage of Visitors Per Sales Channel",
Str_Stats_Expenditure,"Expenditure",
Str_Stats_Revenue,"Revenue",
Str_Stats_Salaries,"Salaries",
Str_Stats_Marketing,"Marketing",
Str_Stats_Infrastructure,"Infrastructure",
Str_Stats_OfficeRent,"Office Rent",
Str_Stats_OfficeUpkeep,"Office Upkeep",
Str_Stats_Income,"Income",
Str_Stats_Tiers,"Tiers",
Str_Stats_IncomingOutgoing,"Incoming and Outgoing",
Str_Stats_TotalCash,"Total Cash",
Str_Stats_RevenueVsExpenditure,"Revenue vs Expenditure",
Str_Stats_NoData,"Not Enough Data",
Str_Stats_ProductNotLaunched,"Our product has not been launched yet",
Str_Stats_Cash,"Cash",
Str_Email_64KStreaming_Subject,"64K Streaming Squeezes Internet",
Str_Email_64KStreaming_Body,"With the rise of 64K content, more and more streaming services are offering it as a default option to their customers. Given the massive pressure this places on internet infrastructure, a rise in price of network bandwidth is expected at least in the short term.


{{SenderName}}



{{Impact}}",
Str_Email_StoryYouAreFiredWelcome_Subject,"Your Severance is Complete",
Str_Email_StoryYouAreFiredWelcome_Body,"Hi {{FirstName}},

You would have seen your severance documents in an earlier email. I hope there are no hard feelings. I would say that you have contributed so much to our company, that it has been a pleasure working with you all these years, but it hasn't so I won't. I know you have these delusions of grandeur about becoming the next big startup founder. My advice: don't! Go find yourself a job and get on with your life. Then again what do I care!


Your ex-boss,

{{SenderName}}",
Str_Email_StoryMummysChildWelcome_Subject,"Good Luck Darling!",
Str_Email_StoryMummysChildWelcome_Body,"Hey {{FirstName}},

I just wanted say again that even though this is probably the worst decision you have made in your life, your dad and I fully support you in whatever you are doing. Our door is always open if you decide to come back and stay with us.



Lots of love and kisses,

Mum and dad



P.S. don't forget to drop off your laundry on Saturday.",
Str_Email_StoryDeadUncleWelcome_Subject,"Your Cash Deposit...",
Str_Email_StoryDeadUncleWelcome_Body,"Dear {{FirstName}},


My name is {{SenderName}}, the executor of your late uncle's will. Per his instructions (and despite the immediate family's many attempts to modify the contents of the will), I have deposited $50,000 to your bank account. I'm glad the matter is now resolved, because frankly I couldn't take any more of it...



Good day to you {{SirOrMadam}},

{{SenderName}}",
Str_Email_Airono_Subject,"Airono Spells “Oh No” for Commercial Property Owners",
Str_Email_Airono_Body,"Airono, the self proclaimed “Airbnb for Offices” has seen a huge uptake in recent months, leading to more and more business owners sharing office space in order to cut down costs. This in turn has put downward pressure on property rentals, as owners try to stay competitive in the market.


{{SenderName}}



{{Impact}}",
Str_Email_BeaversDamEncouragesGrowth_Subject,"Beavers’ Dam Boosts Startup Investment",
Str_Email_BeaversDamEncouragesGrowth_Body,"The new reality show Beavers’ Dam is being attributed to a boost in startup investment. The show, which began airing last year, allows entrepreneurs to pitch ideas to high profile investors using only interpretive dance and facial expressions.


{{SenderName}}



{{Impact}}",
Str_Email_BestSellerWarns_Subject,"Best Seller Warns of Technology",
Str_Email_BestSellerWarns_Body,"The novel “The Man Who Couldn't Look Up” which was released two weeks ago is already shattering sales records internationally. The author, Chip Pascal, admitted that this cautionary tale was not intended to scare people of technology but simply indulge in a realistic what-if scenario. Nevertheless, economists are already seeing its impact on consumer and business tech spending.


{{SenderName}}



{{Impact}}",
Str_Email_CandidatePoolIncrease_Subject,"Our pool of candidates has increased to {{PoolSize}}!",
Str_Email_CandidatePoolIncrease_Body,"Hi {{CeoFirstName}},
    
Due to our valiant efforts we are now getting an average of {{PoolSize}} candidates knocking at our door at any given time. We better take advantage of it!
    

Yours Sincerely,
    
{{SenderName}}



Candidates: +1",
Str_Email_CandidateQualityIncrease_Subject,"The quality of our candidates has improved!",
Str_Email_CandidateQualityIncrease_Body,"Hi {{CeoFirstName}},
    
Our focus on PR has really paid off! On average the candidates we are finding have +1 skill.
    

Yours Sincerely,
    
{{SenderName}}



Candidate Skills: +1",
Str_Email_CapsuleOfficesDriveRentDown_Subject,"Capsule Offices Drive Down Property Rentals",
Str_Email_CapsuleOfficesDriveRentDown_Body,"Capsule rooms, once only associated with Japanese hotels, have taken off in the business office space market in a big way. More and more businesses are choosing to go down this route in order to save on rent and electricity costs. Some offices are even carrying out preliminary tests on capsule meeting rooms and kitchens. The impact of all the extra space has been an overall drop in commercial property rentals.


{{SenderName}}



{{Impact}}",
Str_Email_CloudWars_Subject,"Cloud Infrastructure Wars",
Str_Email_CloudWars_Body,"With the entry of dozens of cloud infrastructure providers like BitsUp, DataHeaven, and SoFluffy into the market, competition is at all time high. While many believe that most of these offerings will not see the test of time, in the short run at least consumers can expect lower prices.


{{SenderName}}



{{Impact}}",
Str_Email_ClownWorldcup_Subject,"Masses Flood in for Clown Worldcup",
Str_Email_ClownWorldcup_Body,"After 4 long years, the Clown Worldcup is finally right around the corner. Over the next few months the very best the clown profession has to offer, along with their most die hard fans will flood into our very own town. Despite the mayor's re-assurances of residence and parking availability, experts are warning of increased congestion and expect rental costs to sky rocket.


{{SenderName}}



{{Impact}}",
Str_Email_CoffeeDrivesUpRent_Subject,"Coffee Drives Up Commercial Property Rentals",
