Id,Value,Notes
Str_Investment_Slide_Recruitment,Recrutare,
Str_Investment_Slide_Finances,Finante,
Str_Investment_Slide_Legal,Legal,
Str_Investment_Reaction_Positive1,Minunat!,
Str_Investment_Reaction_Positive2,"Oh, wow!",
Str_Investment_Reaction_Positive3,"Hmmm, interesant?",
Str_Investment_Reaction_Positive4,Excelent!,
Str_Investment_Reaction_Positive5,Spune-mi mai multe?,
Str_Investment_Reaction_Average1,"Da, OK?",
Str_Investment_Reaction_Average2,Sigur...,
Str_Investment_Reaction_Average3,Nu mai spune,
Str_Investment_Reaction_Average4,Probabil,
Str_Investment_Reaction_Average5,De ce nu,
Str_Investment_Reaction_Negative1,Zzzzz,
Str_Investment_Reaction_Negative2,"Scuze, ce?",
Str_Investment_Reaction_Negative3,Pffffft!,
Str_Investment_Reaction_Negative4,"Ummmm, sigur...",
Str_Investment_Reaction_Negative5,Daca spui tu,
Str_Investment_Reaction_NoThanks,"Multumesc, dar nu-ti multumesc",
Str_Investment_Reaction_InitialOffer,"OK, O sa-ti fac o oferta",
Str_Investment_Reaction_FinalOffer,Asta este ultima mea oferta,
Str_Investment_SellCompany,Vinde Compania pentru {0:C0},
Str_Investment_Offer,Ofera,
Str_Investment_OfferShare,pentru {0:P0},
Str_Investment_OfferRiskNone,Risc: Deloc,
Str_Investment_OfferRiskLow,Risc: Mic,
Str_Investment_OfferRiskHigh,Risc: Mare,
Str_Investment_OfferAccept,Accepta ofera,
Str_Investment_OfferCounter,Contra oferta,
Str_Investment_OfferReset,Reseteaza,
Str_Marketing_ColdCalls,Cold Calls,
Str_Marketing_ColdEmails,Cold Emails,
Str_Marketing_MailingLists,Mailing Lists,
Str_Marketing_BlogPosts,Posturi pe Bloguri,
Str_Marketing_SEO,SEO and Search Ads,
Str_Marketing_VideoContent,Content Video,
Str_Marketing_MyFace,Anunturi MyFace,
Str_Marketing_Barker,Anunturi Barker,
Str_Marketing_Pictasia,Anunturi Pictasia,
Str_Marketing_Newspapers,Ziare si Reviste,
Str_Marketing_Radio,Anunturi Radio,
Str_Marketing_TV,Anunturi TV,
Str_Marketing_Meetups,Local Meetup Sponsorship,
Str_Marketing_Conferences,Conference Sponsorship,
Str_Marketing_Competitions,Competitii,
Str_Marketing_ActivityRequirement,Are nevoie de {0} {1},
Str_Marketing_ActivityReport_WorseForAllSpending,ï Mai prost decat {0} pentru orice suma cheltuita,
Str_Marketing_ActivityReport_BetterForMaxSpending,ï Mai bun decat {0} pentru cheltuind mai putin de {1:C0},
Str_Marketing_ActivityReport_BetterForMinSpending,ï Mai bun decat {0} pentru cheltuind mai mult de {1:C0},
Str_Marketing_ActivityReport_BetterForAllSpending,ï Mai bun decat {0} pentru orice suma cheltuita,
Str_Store_Maintenance,Mentenanta,
Str_Store_Buy,Cumpara,
Str_Store_Sell,Vinde ({0:C0}),
Str_Store_Credit,{0} Credite,
Str_Store_Purchased,Cumparat,
Str_Store_MoveItem,Muta,
Str_Store_Requirement,Requires level {0} Office and Supplies,
Str_Store_Chair1,Scaun Glorified,
Str_Store_Chair2,Scaun Ergocheek,
Str_Store_Chair3,Scaun The Cloud Throne,
Str_Store_Desk1,Birou Normal,
Str_Store_Desk2,Birou Executiv,
Str_Store_Computer1,Calculator de Cartof,
Str_Store_Computer2,Penta Core Workstation,
Str_Store_Computer3,W9.98 Workstation,
Str_Store_Fridge1,Frigider de 200L,
Str_Store_Fridge2,Frigider de 600L,
Str_Store_Fridge3,TerraCool Industrial Fridge,
Str_Store_Coffee1,Masina de Cafea Pottea,
Str_Store_Coffee2,Masina de Cafea Espranade,
Str_Store_Coffee3,Fabricatorul Maestru,
Str_Store_Coffee4,The Grand Barrister Coffee Machine,
Str_Store_Bookcase1a,Biblioteca Inalta - Cacao,
Str_Store_Bookcase1b,Biblioteca Inalta - Mahon,
Str_Store_Bookcase2a,Biblioteca Sarpe - Maro,
Str_Store_Bookcase2b,Biblioteca Sarpe - Mahon,
Str_Store_Bookcase2c,Biblioteca Sarpe - Alb,
Str_Store_TV1,TV Tuberema,
Str_Store_TV2,TV HippoTech OMGD,
Str_Store_Arcade1,Joc Mecanic Mazanoid,
Str_Store_Arcade2,Joc Mecanic Space Beamers,
Str_Store_Arcade3,Joc Mecanic The Bend Race,
Str_Store_BeanBag1a,Fotoliu - Albastru,
Str_Store_BeanBag1b,Fotoliu - Gri,
Str_Store_BeanBag1c,Fotoliu - Olive,
Str_Store_BeanBag1d,Fotoliu - Mov,
Str_Store_Couch1a,Canapea Comfort Max - Chocolate,
Str_Store_Couch1b,Canapea Comfort Max - Chestnut,
Str_Store_Couch1c,Canapea Comfort Max - Carrot,
Str_Store_Couch1d,Canapea Comfort Max - Cream,
Str_Store_Couch2a,Fotoliu SoFluffy - Crimson,
Str_Store_Couch2b,Fotoliu SoFluffy - Crem,
Str_Store_Couch2c,Fotoliu SoFluffy - Stone,
Str_Store_Couch2d,Fotoliu SoFluffy - Olive,
Str_Store_Couch3a,Canapea Executive - Ash,
Str_Store_Couch3b,Canapea Executive - Charcol,
Str_Store_Couch3c,Canapea Executive - Olive,
Str_Store_Couch3d,Canapea Executive - Crimson,
Str_Store_Painting1,Pata de Cerneala Adormita,
Str_Store_Painting2,Rocker Lisa,
Str_Store_Painting3,Mountescape,
Str_Store_Painting4,Eternal Sunshine of the Spotful Mind,
Str_Store_Painting5,O Nava Indepartata,
Str_Store_Plant1,Planta Dumb Cane,
Str_Store_Plant2,Cactus Golden Ball,
Str_Store_Plant3,Ficus Fiddle Leaf,
Str_Store_Plant4,Sansevieria Zeylanica,
Str_Store_Plant5,Humata Tyermannii,
Str_Store_Pool,Masa de Biliard Higgs Sports,
Str_Store_Printer1,Imprinta TreeBurner Inkjet,
Str_Store_Printer2,PrintAll DR200,
Str_Store_Printer3,PrintAll DX5000,
Str_Store_WaterCooler1,Dozator de Apa,
Str_Store_Vending1,Automat de Bauturi,
Str_Store_Vending2,Automat de Aperitive,
Str_Store_Table1,Noptiera Vazier,
Str_Office_Rent,Inchiriaza,
Str_Office_Renting,Inchiriat,
Str_Office_Capacity,Capacitate,
Str_Office_TheShed,Shed-ul,
Str_Office_TheHumble,Humble-ul,
Str_Office_TheTerraces,Terraces-ul,
Str_Office_TheDecadorm,Decadorm-ul,
Str_Office_TheZen,Zen-ul,
Str_Office_ThePalazzo,Palazzo-ul,
Str_Office_Requirement,Ai nevoie de nivel {0} la Birou si Mobila,
Str_Task_Infrastructure,Infrastructura,
Str_Task_Infrastructure_Desc,Support more users by improving your server and other infrastructure technology.,
Str_Task_Infrastructure_Level1,"ï Deblocheaza Centrul de Date
ï Deblocheaza Serverul Virtual Ninja",
Str_Task_Infrastructure_Level2,"ï Deblocheaza Balantarea unui singur Centru de Date
ï Deblocheaza Serverul Virtual Super X10",
Str_Task_Infrastructure_Level3,ï Deblocheaza Serverul Virtual Concord virtual server,
Str_Task_Infrastructure_Level4,ï Deblocheaza Serverul Virtual Fuchsia virtual server,
Str_Task_Infrastructure_Level5,ï Deblocheaza Serverul Virtual Hulk virtual server,
Str_Task_Infrastructure_Level6,"ï Deblocheaza Balantarea Centrelor de Date Incrucisate
ï Deblocheaza Serverul Vitual Hush",
Str_Task_Infrastructure_Level7,ï Deblocheaza Serverul Virtual Peon virtual server,
Str_Task_Infrastructure_Level8,ï Deblocheaza Serverul Virtual Pride,
Str_Task_Infrastructure_Level9,ï Deblocheaza Serverul Virtual Calibrato,
Str_Task_Infrastructure_Level10,ï Deblocheaza Serverul Virtual Amaranthine,
Str_Task_Branding,Branding,
Str_Task_Branding_Desc,Imbunatateste-ti logoul si cum lumea observa compania.,
Str_Task_Branding_Level1,ï Deblocheaza noi logouri,
Str_Task_Branding_Level2,ï Deblocheaza noi logouri,
Str_Task_Branding_Level3,ï Deblocheaza noi logouri,
Str_Task_Branding_Level4,ï Deblocheaza noi logouri,
Str_Task_Branding_Level5,ï Deblocheaza noi logouri,
Str_Task_Branding_Level6,ï Deblocheaza noi logouri,
Str_Task_Branding_Level7,ï Deblocheaza noi logouri,
Str_Task_Branding_Level8,ï Deblocheaza noi logouri,
Str_Task_Branding_Level9,ï Deblocheaza noi logouri,
Str_Task_Branding_Level10,ï Deblocheaza noi logouri,
Str_Task_OutboundMarketing,Marketing Dinafara,
Str_Task_OutboundMarketing_Desc,Reach out directly to potential customers using methods like cold emails and cold calls.,
Str_Task_OutboundMarketing_Level1,"ï Unlock a new outbound marketing activity
ï Increase outbound marketing budget to $1,000",
Str_Task_OutboundMarketing_Level2,"ï Increase outbound marketing budget to $3,000",
Str_Task_OutboundMarketing_Level3,"ï Increase outbound marketing budget to $6,000",
Str_Task_OutboundMarketing_Level4,"ï Increase outbound marketing budget to $10,000",
Str_Task_OutboundMarketing_Level5,"ï Unlock a new outbound marketing activity
ï Increase outbound marketing budget to $15,000",
Str_Task_OutboundMarketing_Level6,"ï Increase outbound marketing budget to $21,000",
Str_Task_OutboundMarketing_Level7,"ï Increase outbound marketing budget to $28,000",
Str_Task_OutboundMarketing_Level8,"ï Unlock a new outbound marketing activity
ï Increase outbound marketing budget to $36,000",
Str_Task_OutboundMarketing_Level9,"ï Increase outbound marketing budget to $45,000",
Str_Task_OutboundMarketing_Level10,"ï Increase outbound marketing budget to $55,000",
Str_Task_InboundMarketing,Inbound Marketing,
Str_Task_InboundMarketing_Desc,"Use inbound marketing methods like blogging, SEO and video content.",
Str_Task_InboundMarketing_Level1,"ï Unlock a new inbound marketing activity
ï Increase inbound marketing budget to $1,000",
Str_Task_InboundMarketing_Level2,"ï Increase inbound marketing budget to $3,000",
Str_Task_InboundMarketing_Level3,"ï Increase inbound marketing budget to $6,000",
Str_Task_InboundMarketing_Level4,"ï Increase inbound marketing budget to $10,000",
Str_Task_InboundMarketing_Level5,"ï Unlock a new inbound marketing activity
ï Increase inbound marketing budget to $15,000",
Str_Task_InboundMarketing_Level6,"ï Increase inbound marketing budget to $21,000",
Str_Task_InboundMarketing_Level7,"ï Increase inbound marketing budget to $28,000",
Str_Task_InboundMarketing_Level8,"ï Unlock a new inbound marketing activity
ï Increase inbound marketing budget to $36,000",
Str_Task_InboundMarketing_Level9,"ï Increase inbound marketing budget to $45,000",
Str_Task_InboundMarketing_Level10,"ï Increase inbound marketing budget to $55,000",
Str_Task_SocialMedia,Social Media,
Str_Task_SocialMedia_Desc,"Use social networking to reach larger groups of people, like MyFace, Barker, and Pictasia.",
Str_Task_SocialMedia_1,"ï Unlock a new social media marketing activity
ï Creste bugetul pentru Marketing Social la $1,000",
Str_Task_SocialMedia_2,"ï Creste bugetul pentru Marketing Social la $3,000",
Str_Task_SocialMedia_3,"ï Creste bugetul pentru Marketing Social la $6,000",
Str_Task_SocialMedia_4,"ï Creste bugetul pentru Marketing Social la $10,000",
Str_Task_SocialMedia_5,"ï Unlock a new social media marketing activity
ï Creste bugetul pentru Marketing Social la $15,000",
Str_Task_SocialMedia_6,"ï Creste bugetul pentru Marketing Social la $21,000",
Str_Task_SocialMedia_7,"ï Creste bugetul pentru Marketing Social la $28,000",
Str_Task_SocialMedia_8,"ï Unlock a new social media marketing activity
ï Creste bugetul pentru Marketing Social la $36,000",
Str_Task_SocialMedia_9,"ï Creste bugetul pentru Marketing Social la $45,000",
Str_Task_SocialMedia_10,"ï Creste bugetul pentru Marketing Social la $55,000",
Str_Task_TraditionalMedia,Media Traditional,
Str_Task_TraditionalMedia_Desc,"Reach potential customers through TV and radio ads, newspapers and billboards",
Str_Task_TraditionalMedia_Level1,"ï Unlock a new traditional media marketing activity
ï Creste bugetul pentru Marketing Media Traditional la $1,000",
Str_Task_TraditionalMedia_Level2,"ï Creste bugetul pentru Marketing Media Traditional la $3,000",
Str_Task_TraditionalMedia_Level4,"ï Creste bugetul pentru Marketing Media Traditional la $6,000",
Str_Task_TraditionalMedia_Level3,"ï Creste bugetul pentru Marketing Media Traditional la $10,000",
Str_Task_TraditionalMedia_Level5,"ï Unlock a new traditional media marketing activity
ï Creste bugetul pentru Marketing Media Traditional la $15,000",
Str_Task_TraditionalMedia_Level6,"ï Creste bugetul pentru Marketing Media Traditional la $21,000",
Str_Task_TraditionalMedia_Level7,"ï Creste bugetul pentru Marketing Media Traditional la $28,000",
Str_Task_TraditionalMedia_Level8,"ï Unlock a new traditional media marketing activity
ï Creste bugetul pentru Marketing Media Traditional la $15,000",
Str_Task_TraditionalMedia_Level9,"ï Creste bugetul pentru Marketing Media Traditional la $45,000",
Str_Task_TraditionalMedia_Level10,"ï Creste bugetul pentru Marketing Media Traditional la $55,000",
Str_Task_Events,Evenimente,
Str_Task_Events_Desc,"Reach people by attending conferences, meetups and pretentious cocktail parties",
Str_Task_Events_Level1,"ï Unlock a new event marketing activity
ï Increase event marketing budget to $1,000",
Str_Task_Events_Level2,"ï Creste bugetul pentru marketing de evenimente la $3,000",
Str_Task_Events_Level3,"ï Creste bugetul pentru marketing de evenimente la $6,000",
Str_Task_Events_Level4,"ï Creste bugetul pentru marketing de evenimente la $10,000",
Str_Task_Events_Level5,"ï Unlock a new event marketing activity
ï Creste bugetul pentru marketing de evenimente la $15,000",
Str_Task_Events_Level6,"ï Creste bugetul pentru marketing de evenimente la $21,000",
Str_Task_Events_Level7,"ï Creste bugetul pentru marketing de evenimente la $28,000",
Str_Task_Events_Level8,"ï Unlock a new event marketing activity
ï Creste bugetul pentru marketing de evenimente la $36,000.",
Str_Task_Events_Level9,"ï Creste bugetul pentru marketing de evenimente la $45,000",
Str_Task_Events_Level10,"ï Creste bugetul pentru marketing de evenimente la $55,000",
Str_Task_MarketResearch,Cercetare Piata,
Str_Task_MarketResearch_Desc,"Get an understanding of what the market wants by performing customer interviews, running focus groups and surveys, and stalking users.",
Str_Task_MarketResearch_Level1,"ï Deblocheaza upgradurile functiei
ï Increase market visibility
ï New market research report",
Str_Task_MarketResearch_Level2,"ï Cresterea vizibilitatii pe piata
ï New market research report",
Str_Task_MarketResearch_Level3,"ï Cresterea vizibilitatii pe piata
ï New market research report",
Str_Task_MarketResearch_Level4,"ï Cresterea vizibilitatii pe piata
ï New market research report",
Str_Task_MarketResearch_Level5,"ï Cresterea vizibilitatii pe piata
ï New market research report",
Str_Task_MarketResearch_Level6,"ï Cresterea vizibilitatii pe piata
ï New market research report",
Str_Task_MarketResearch_Level7,"ï Cresterea vizibilitatii pe piata
ï New market research report",
Str_Task_MarketResearch_Level8,"ï Cresterea vizibilitatii pe piata
ï New market research report",
Str_Task_MarketResearch_Level9,"ï Increase market visibility
ï New market research report",
Str_Task_MarketResearch_Level10,"ï Cresterea vizibilitatii pe piata
ï New market research report",
Str_Task_JobAdvertising,Publicitate pentru Locuri de Munca,
Str_Task_JobAdvertising_Desc,Gaseste mai multi candidati de angajat.,
Str_Task_JobAdvertising_Level1,ï Marirea listei de candidati cu 1,
Str_Task_JobAdvertising_Level2,ï Marirea listei de candidati cu 1,
Str_Task_JobAdvertising_Level3,ï Marirea listei de candidati cu 1,
Str_Task_JobAdvertising_Level4,ï Marirea listei de candidati cu 1,
Str_Task_JobAdvertising_Level5,ï Marirea listei de candidati cu 1,
Str_Task_JobAdvertising_Level6,ï Marirea listei de candidati cu 1,
Str_Task_JobAdvertising_Level7,ï Marirea listei de candidati cu 1,
Str_Task_JobAdvertising_Level8,ï Marirea listei de candidati cu 1,
Str_Task_JobAdvertising_Level9,ï Marirea listei de candidati cu 1,
Str_Task_JobAdvertising_Level10,ï Marirea listei de candidati cu 1,
Str_Task_CompanyPR,PR-ul Companiei,
Str_Task_CompanyPR_Desc,Imbunatateste imaginea companiei si reputatia si atrage mai multi candidati de angajat.,
Str_Task_CompanyPR_Level1,ï Atrage candidati mai buni (Toti candidatii au un +1 la aptitudini),
Str_Task_CompanyPR_Level2,ï Atrage candidati mai buni (Toti candidatii au un +1 la aptitudini),
Str_Task_CompanyPR_Level3,ï Atrage candidati mai buni (Toti candidatii au un +1 la aptitudini),
Str_Task_CompanyPR_Level4,ï Atrage candidati mai buni (Toti candidatii au un +1 la aptitudini),
Str_Task_CompanyPR_Level5,ï Atrage candidati mai buni (Toti candidatii au un +1 la aptitudini),
Str_Task_CompanyPR_Level6,ï Atrage candidati mai buni (Toti candidatii au un +1 la aptitudini),
Str_Task_CompanyPR_Level7,ï Atrage candidati mai buni (Toti candidatii au un +1 la aptitudini),
Str_Task_CompanyPR_Level8,ï Atrage candidati mai buni (Toti candidatii au un +1 la aptitudini),
Str_Task_CompanyPR_Level9,ï Atrage candidati mai buni (Toti candidatii au un +1 la aptitudini),
Str_Task_CompanyPR_Level10,ï Atrage candidati mai buni (Toti candidatii au un +1 la aptitudini),
Str_Task_SeekInvestors,Cautarea Investitorilor,
Str_Task_SeekInvestors_Desc,Atrage mai multi potential investitori companiei.,
Str_Task_SeekInvestors_Level1,ï Atrage un nou potential investitor,
Str_Task_SeekInvestors_Level2,ï Atrage un nou potential investitor,
Str_Task_SeekInvestors_Level3,ï Atrage un nou potential investitor,
Str_Task_SeekInvestors_Level4,ï Atrage un nou potential investitor,
Str_Task_SeekInvestors_Level5,ï Atrage un nou potential investitor,
Str_Task_SeekInvestors_Level6,ï Atrage un nou potential investitor,
Str_Task_SeekInvestors_Level7,ï Atrage un nou potential investitor,
Str_Task_SeekInvestors_Level8,ï Atrage un nou potential investitor,
Str_Task_SeekInvestors_Level9,ï Atrage un nou potential investitor,
Str_Task_SeekInvestors_Level10,ï Atrage un nou potential investitor,
Str_Task_Office,Birou si Consumabile,
Str_Task_Office_Desc,Cercetati proprietati noi de inchiriere si consumabile de birou.,
Str_Task_Office_Level1,ï Deblocati 10 consumabile noi de birou,
Str_Task_Office_Level2,ï Dezoblocheaza un nou birou,
Str_Task_Office_Level3,ï Deblocati 10 consumabile noi de birou,
Str_Task_Office_Level4,ï Dezoblocheaza un nou birou,
Str_Task_Office_Level5,ï Deblocati 10 consumabile noi de birou,
Str_Task_Office_Level6,ï Dezoblocheaza un nou birou,
Str_Task_Office_Level7,ï Deblocati 10 consumabile noi de birou,
Str_Task_Office_Level8,ï Dezoblocheaza un nou birou,
Str_Task_Office_Level9,ï Deblocati 10 consumabile noi de birou,
Str_Task_Office_Level10,"ï Deblocati 10 consumabile noi de birou
ï Dezoblocheaza un nou birou",
Str_Task_CurrentLevel,Nivel Curent,
Str_Task_Effort,Efort,
Str_Task_NextLevelEffects,Efectele noului nivel,
Str_Logo_InUse,In Folosire,
Str_Logo_Rebrand,Schimba Brand-ul,
Str_Logo_Requirement,Ai nevoie de nivel {0} la Logouri,
Str_Logo_VisitorBoost,Impuls de Vizitatori: +{0:P0},
Str_Pricing_InitialPriceHint,Hint: competitorii nostri taxeaza o medie de {0:C0} pe luna.,
Str_Pricing_NewTier,Licenta Nou,
Str_Milestone_Completed,"Felicitari, ai terminat {0}",
Str_Milestone_MvpCompleted,"Felicitari, ai terminat {0}! Sa ne pregatim pentru lansare.",
Str_Milestone_Mvp,Produs Minim Viabil (PMV),
Str_Milestone_Prelaunch,Pre-Lansare,
Str_Milestone_Prelaunch_Action,Lansare,
Str_Milestone_A,Milestone A,
Str_Milestone_B,Milestone B,
Str_Milestone_C,Milestone C,
Str_Milestone_Servers,Servere,
Str_Milestone_MonthlyRevenue,Venit Lunar,
Str_Milestone_SellCompany,Vinde-ti compania unui investitor,
Str_Milestone_SetupPricing,Seteaza Preturile,
Str_Milestone_MarketingSpending,Cheltuieli de Marketing,
Str_Milestone_Features,Functii,
Str_Milestone_SingleTaskGoal,Nivel {0} {1},
Str_Milestone_GroupTaskGoal,Nivel {0} Oricare {1},
Str_Loading_01,restartand servere...,
Str_Loading_02,depunand brevete...,
Str_Loading_03,compiland codul...,
Str_Loading_04,stergand listele bazei de date...,
Str_Loading_05,luptand contra proceselor...,
Str_Loading_06,facem backup la fisiere...,
Str_Loading_07,automatizand implementarile...,
Str_Loading_08,creand mediului de testare...,
Str_Loading_09,imbarcam angajati noi...,
Str_Loading_10,strigand la internet...,
Str_Loading_11,fixand bug-uri...,
Str_Loading_12,patchuind sisteme de operare...,
Str_Loading_13,adaugand easter egguri...,
Str_Loading_14,cautarea umplerii gramezilor...,
Str_Loading_15,verificand conturile bancare...,
Str_Loading_16,comandand pizza...,
Str_Loading_17,devenind viral...,
Str_Loading_18,ajutand clienti...,
Str_Loading_19,cresterea hackerilor...,
Str_Loading_20,impresionand investitori...,
Str_Loading_21,planificarea pensionarii...,
Str_Loading_22,punerea pe casti de anulare a zgomotului?,
Str_GameEnd_Congratulations,"Felicitari, ai facut cu succes o iesire din compania ta. Multe inceputuri nu apuca ziua asta!",
Str_GameEnd_ShowScore,Scor,
Str_GameEnd_ShowHighScores,Scoruri,
Str_GameEnd_FeatureCount,Functii Dezvoltate,
Str_GameEnd_FeatureRating,Cel mai bun Rating al unei Functii,
Str_GameEnd_ProductRating,Evaluare Generala a Functiilor,
Str_GameEnd_SecurityCoverage,Acoperirea Securitatii,
Str_GameEnd_TestCoverage,Acoperirea Testelor,
Str_GameEnd_Users,User Base,
Str_GameEnd_EmployeeCount,Angajati,
Str_GameEnd_Valuation,Evaluare Finala,
Str_GameEnd_YourCash,Banii Tai,
Str_Story_DeadUncle_Opening,"Three weeks ago, your great uncle {UncleName} passed away after a tragic shoe shopping incident. In his will he left you a sum of $50,000 knowing full well what you would do with it. Distraught, yet excited about the break you have been given, you quit your day job, register the domain {DomainName}, and begin working on your dream startup idea. Here is your story...",
Str_Story_DeadUncle_FailedEnding,You have gone bankrupt! Your uncle rolls in his grave as you burn up the last dollar.,
Str_Story_MummysChild_Opening,"Tired of you living off their retirement savings, your parents {MumName} and {DadName} finally give you an ultimatum: Get a job in 30 days or else. Knowing you could never work for É??the manÉ?ù, you pool your savings and borrow enough to start your own company: {CompanyName}. É??How hard could it be?É?ù you think to yourself...",
Str_Story_MummysChild_FailedEnding,You have gone bankrupt! You take a job at Burgers-R-Us and move back into your parents' basement. Nothing ever changes...,
Str_Story_YouAreFired_Opening,"Two days ago you were let go from your job. É??It's not you, it's usÉ?ù they said. É??Our visions are misalignedÉ?ù they said. Bogus!!! Amidst your anger you have a moment of clarity. You decide to finally pursue that cool little idea you have had for so long: {CompanyName}. If you are ever going to do it, now is the time. Here is your story...",
Str_Story_YouAreFired_FailedEnding,You have gone bankrupt! You go back to your former employer and beg for your job back. You're given an admin position at half your old salary. Life is grand...,
Str_Story_Begin,Incepe,
Str_Story_TryAgain,Incearca din nou,
Str_Backlog_Backlog,Backlog,
Str_Backlog_NewFunctionalFeature,Functie,
Str_Backlog_NewPerformanceFeature,Performanta,
Str_Backlog_NewSecurityFeature,Securitate,
Str_Backlog_NewTest,Test,
Str_Backlog_SprintBacklog,Urmatoarea Tura,
Str_Backlog_TeamCapacity,Capacitatea echipei per tura,
Str_Backlog_Hint_AddComponents,"Apasa click stanga ca sa adaugi o componenta technica.
Apasa click dreapta ca sa adaugi o componenta de design.",
Str_Backlog_Hint_EnoughComponents,Two components are enough this early in your venture. Let's add this feature to the next sprint.,
Str_Backlog_Hint_SecurityFeature,Security features protect surrounding feature components from security attacks.,
Str_Backlog_Hint_PerformanceFeature,"Performance features increase the rating of neighbouring features.",
Str_Backlog_Hint_PerformanceFeature_Rotate,"Right click to change the orientation of your performance feature.",
Str_Backlog_Hint_Test,"Tests reduce the number of bugs in surrounding feature components.",
Str_Backlog_Hint_Test_Rotate,"Right click to change the orientation of your test.",
Str_Backlog_Hint_SelectMarketArea,Select the area of the market you want to research. It's often best to pick an area connected to what's already researched.,
Str_Backlog_DevEffort,Efort-ul Dev-ului,
Str_Backlog_DesignEffort,Efort-ul Designerului,
Str_Backlog_AddToSprint,Adauga in Tura,
Str_Backlog_Discard,Anuleaza,
Str_Backlog_Mode_Features,Functii,
Str_Backlog_Mode_Tests,Teste,
Str_Backlog_Mode_Security,Securitate,
Str_Backlog_Mode_Performance,Performanta,
Str_Backlog_Mode_Ratings,Rating-uri,
Str_Backlog_Metrics_Title,Masuratorile Produsului,
Str_Feature_Rating,Rating,
Str_Feature_Performance,Performanta,
Str_Feature_Bugs,Buguri,
Str_Feature_DesignTechRatio,Ratio al Design-ului / Tech-ului ,
Str_Feature_NoUpgrades,Niciun Upgrade,
Str_Feature_RequestedFeature,Functie Ceruta,
Str_Feature_Deprecate,Dezaproba,
Str_Feature_Details,Detalii,
Str_Infrastructure_DataCenters,Centre de Date,
Str_Infrastructure_Servers,Servere,
Str_Infrastructure_Topology,Topologie,
Str_Infrastructure_ServerCost,Pretul Serverului,
Str_Infrastructure_NetworkCost,Pretul Internetului,
Str_Infrastructure_Activate,Activeaza,
Str_Infrastructure_Deactivate,Dezactiveaza,
Str_Infrastructure_Africa,Africa,
Str_Infrastructure_Asia,Asia,
Str_Infrastructure_Australia,Australia,
Str_Infrastructure_Europe,Europa,
Str_Infrastructure_NorthAmerica,America de Nord,
Str_Infrastructure_SouthAmerica,America de Sud,
Str_Infrastructure_TrafficPercent,Trafic: {0:P0},
Str_Infrastructure_CPUCores,Socketuri Procesor,
Str_Infrastructure_Memory,Memorie,
Str_Infrastructure_MaxLoad,Maximum Load,
Str_Infrastructure_Size,Marime,
Str_Infrastructure_MonthlyRent,Intretinere Lunara,
Str_Infrastructure_AutoScalingNote,"NB: Acesta este un auto-scaling server. Trebuie doar platit, capacitatea utilizata.",
Str_Infrastructure_Requirement,Ai nevoie de Infrastructura de Nivel {0} ,
Str_Infrastructure_Topology_Starter,Incepator,
Str_Infrastructure_Topology_Starter_Desc,Un centru de date acrtiv cu un server,
Str_Infrastructure_Topology_LoadBalanced,Incarcare Balantata,
Str_Infrastructure_Topology_LoadBalanced_Desc,Un centru de date activ cu mai multe servere,
Str_Infrastructure_Topology_LoadBalanced2,Incarcare Balantata - Avansata,
Str_Infrastructure_Topology_LoadBalanced2_Desc,Mai multe centre de date active cu mai multe servere,
Str_Infrastructure_Research,Cerceteaza,
Str_Infrastructure_Researching,In curs de cercetare...,
Str_Stats_Finances,Finante,
Str_Stats_SalesChannels,Canalele de vanzari,
Str_Stats_CustomerAcquisition,Customer Acquisition,
Str_Stats_CustomerFunnel,Customer Acquisition Funnel (Past 4 Weeks),
Str_Stats_Current,Current,
Str_Stats_Historic,Istoric,
Str_Stats_SixWeeks,Sase Saptamani,
Str_Stats_SixMonths,Sase Luni,
Str_Stats_AllTime,Tot Timpul,
Str_Stats_Visitors,Vizitatori,
Str_Stats_VisitorsCount,Vizitatori: {0},
Str_Stats_Signups,Inregistrari,
Str_Stats_SignupsCount,Inregistrari: {0} ({1:P0}),
Str_Stats_Churn,Churn,
Str_Stats_ChurnCount,Churn: {0} ({1:P0}),
Str_Stats_VisitorsPerSalesChannel,Procentul de Vizitatori per Canal de Vanzari,
Str_Stats_Expenditure,Cheltuieli,
Str_Stats_Revenue,Profit,
Str_Stats_Salaries,Salarii,
Str_Stats_Marketing,Marketing,
Str_Stats_Infrastructure,Infrastructura,
Str_Stats_OfficeRent,Chiria Biroului,
Str_Stats_OfficeUpkeep,Intretinerea Biroului,
Str_Stats_Income,Venit,
Str_Stats_Tiers,Nivel,
Str_Stats_IncomingOutgoing,Intrare si Iesire,
Str_Stats_TotalCash,Totalul Banilor,
Str_Stats_RevenueVsExpenditure,Venituri vs Cheltuieli,
Str_Stats_NoData,Nu exista date suficiente,
Str_Stats_ProductNotLaunched,Produsul nostru nu a fost lansat inca.,
Str_Stats_Cash,Bani,
Str_Email_64KStreaming_Subject,64K Streaming Squeezes Internet,
Str_Email_64KStreaming_Body,"With the rise of 64K content, more and more streaming services are offering it as a default option to their customers. Given the massive pressure this places on internet infrastructure, a rise in price of network bandwidth is expected at least in the short term.


{{SenderName}}



{{Impact}}",
Str_Email_StoryYouAreFiredWelcome_Subject,Decizia dvs. este finalizata,
